Reino;Nombre Cinetífico;Nombre Común;Estado de Conservación vigente;URL Ficha;
"Plantae";"Bostrychia vaga";"";"";"https://simbio.mma.gob.cl/Especies/Details/12654";
"Plantae";"Polysiphonia atlantica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12655";
"Plantae";"Polysiphonia morrowii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12656";
"Plantae";"Polysiphonia pacifica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12657";
"Plantae";"Polysiphonia anisogona";"";"";"https://simbio.mma.gob.cl/Especies/Details/12658";
"Plantae";"Polysiphonia paniculata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12659";
"Plantae";"Streblocladia corymbifera";"";"";"https://simbio.mma.gob.cl/Especies/Details/12660";
"Plantae";"Bostrychia harveyi";"";"";"https://simbio.mma.gob.cl/Especies/Details/12661";
"Plantae";"Plocamium secundatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12662";
"Plantae";"Plocamium cartilagineum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12663";
"Plantae";"Plocamium pacificum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12664";
"Plantae";"Ganonema farinosum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12665";
"Plantae";"Liagora brachyclada";"";"";"https://simbio.mma.gob.cl/Especies/Details/12666";
"Plantae";"Gracilaria spinigera";"";"";"https://simbio.mma.gob.cl/Especies/Details/12667";
"Plantae";"Gracilaria chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12668";
"Plantae";"Gracilaria pacifica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12669";
"Plantae";"Chondracanthus chamissoi";"";"";"https://simbio.mma.gob.cl/Especies/Details/12670";
"Plantae";"Turnerella mertensiana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12671";
"Plantae";"Ballia scoparia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12672";
"Plantae";"Asparagopsis taxiformis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12673";
"Plantae";"Asparagopsis armata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12674";
"Plantae";"Daltonia gracilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12675";
"Plantae";"Daltonia trachyodonta";"";"";"https://simbio.mma.gob.cl/Especies/Details/12676";
"Plantae";"Hypopterygium didictyon";"";"";"https://simbio.mma.gob.cl/Especies/Details/12677";
"Plantae";"Distichophyllum flaccidum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12678";
"Plantae";"Distichophyllum submersum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12679";
"Plantae";"Distichophyllum fernandezianum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12680";
"Plantae";"Distichophyllum rotundifolium";"";"";"https://simbio.mma.gob.cl/Especies/Details/12681";
"Plantae";"Distichophyllum nanospathulatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12682";
"Plantae";"Distichophyllum fuegianum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12683";
"Plantae";"Distichophyllum eremitae";"";"";"https://simbio.mma.gob.cl/Especies/Details/12684";
"Plantae";"Distichophyllum pulchellum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12685";
"Plantae";"Distichophyllum ellipticum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12686";
"Plantae";"Distichophyllum subelimbatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12687";
"Plantae";"Distichophyllum dicksonii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12688";
"Plantae";"Distichophyllum krausei";"";"";"https://simbio.mma.gob.cl/Especies/Details/12689";
"Plantae";"Encalypta rhaptocarpa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12690";
"Plantae";"Encalypta ciliata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12691";
"Plantae";"Encalypta asperifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12692";
"Plantae";"Encalypta armata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12693";
"Plantae";"Triquetrella patagonica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12694";
"Plantae";"Chenia leptophylla";"";"";"https://simbio.mma.gob.cl/Especies/Details/12695";
"Plantae";"Didymodon schilleri";"";"";"https://simbio.mma.gob.cl/Especies/Details/12696";
"Plantae";"Didymodon tophaceus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12697";
"Plantae";"Didymodon rigidulus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12698";
"Plantae";"Didymodon andreaeoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12699";
"Plantae";"Didymodon brachyphyllus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12700";
"Plantae";"Didymodon australasiae";"";"";"https://simbio.mma.gob.cl/Especies/Details/12701";
"Plantae";"Didymodon ampliretis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12702";
"Plantae";"Didymodon vinealis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12703";
"Plantae";"Didymodon umbrosus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12704";
"Plantae";"Calyptopogon mnioides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12705";
"Plantae";"Willia brachychaete";"";"";"https://simbio.mma.gob.cl/Especies/Details/12706";
"Plantae";"Willia austroleucophaea";"";"";"https://simbio.mma.gob.cl/Especies/Details/12707";
"Plantae";"Aloinella galeata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12708";
"Plantae";"Barbula convoluta";"";"";"https://simbio.mma.gob.cl/Especies/Details/12709";
"Plantae";"Barbula santiagensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12710";
"Plantae";"Barbula santessonii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12711";
"Plantae";"Barbula unguiculata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12712";
"Plantae";"Barbula costesii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12713";
"Plantae";"Tortula breviseta";"";"";"https://simbio.mma.gob.cl/Especies/Details/12714";
"Plantae";"Tortula muralis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12715";
"Plantae";"Tortula platyphylla";"";"";"https://simbio.mma.gob.cl/Especies/Details/12716";
"Plantae";"Tortula laevinervis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12717";
"Plantae";"Tortula chrysopila";"";"";"https://simbio.mma.gob.cl/Especies/Details/12718";
"Plantae";"Tortula atrovirens";"";"";"https://simbio.mma.gob.cl/Especies/Details/12719";
"Plantae";"Tortula perarmata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12720";
"Plantae";"Tortula chubutensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12721";
"Plantae";"Tortula bogosica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12722";
"Plantae";"Tortula squarripila";"";"";"https://simbio.mma.gob.cl/Especies/Details/12723";
"Plantae";"Tortula pseudolatifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12724";
"Plantae";"Tortula truncata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12725";
"Plantae";"Tortula polycarpa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12726";
"Plantae";"Leptodontium pungens";"";"";"https://simbio.mma.gob.cl/Especies/Details/12727";
"Plantae";"Leptodontium longicaule";"";"";"https://simbio.mma.gob.cl/Especies/Details/12728";
"Plantae";"Leptodontium proliferum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12729";
"Plantae";"Leptodontium araucarieti";"";"";"https://simbio.mma.gob.cl/Especies/Details/12730";
"Plantae";"Trichostomum williamsii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12731";
"Plantae";"Trichostomum brachydontium";"";"";"https://simbio.mma.gob.cl/Especies/Details/12732";
"Plantae";"Weissia patagonica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12733";
"Plantae";"Weissia controversa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12734";
"Plantae";"Drummondia obtusifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12735";
"Plantae";"Zygodon intermedius";"";"";"https://simbio.mma.gob.cl/Especies/Details/12736";
"Plantae";"Zygodon papillatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12737";
"Plantae";"Zygodon liebmannii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12738";
"Plantae";"Zygodon inermis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12739";
"Plantae";"Zygodon magellanicus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12740";
"Plantae";"Zygodon hookeri";"";"";"https://simbio.mma.gob.cl/Especies/Details/12741";
"Plantae";"Zygodon corralensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12742";
"Plantae";"Zygodon bartramioides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12743";
"Plantae";"Zygodon reinwardtii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12744";
"Plantae";"Macrocoma sullivantii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12745";
"Plantae";"Muelleriella crassifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12746";
"Plantae";"Hypopterygium thouinii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12747";
"Plantae";"Hypopterygium wolffhuegelii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12748";
"Plantae";"Fissidens adianthoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12749";
"Plantae";"Ceratodon crassinervis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12750";
"Plantae";"Dicranella heteromalla";"";"";"https://simbio.mma.gob.cl/Especies/Details/12751";
"Plantae";"Grimmia pulvinata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12752";
"Plantae";"Grimmia apocarpa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12753";
"Plantae";"Tayloria stenophysata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12754";
"Plantae";"Tayloria dubyi";"";"";"https://simbio.mma.gob.cl/Especies/Details/12755";
"Plantae";"Tayloria mirabilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12756";
"Plantae";"Tayloria magellanica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12757";
"Plantae";"Tetraplodon mnioides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12758";
"Plantae";"Funaria chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12759";
"Plantae";"Funaria costesii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12760";
"Plantae";"Funaria commixta";"";"";"https://simbio.mma.gob.cl/Especies/Details/12761";
"Plantae";"Schistidium hyalinocuspidatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12762";
"Plantae";"Schistidium occultum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12763";
"Plantae";"Schistidium falcatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12764";
"Plantae";"Schistidium apocarpum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12765";
"Plantae";"Schistidium amblyophyllum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12766";
"Plantae";"Schistidium syntrichiaceum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12767";
"Plantae";"Schistidium scabripes";"";"";"https://simbio.mma.gob.cl/Especies/Details/12768";
"Plantae";"Schistidium rivulare";"";"";"https://simbio.mma.gob.cl/Especies/Details/12769";
"Plantae";"Schistidium cupulare";"";"";"https://simbio.mma.gob.cl/Especies/Details/12770";
"Plantae";"Grimmia trichophylla";"";"";"https://simbio.mma.gob.cl/Especies/Details/12771";
"Plantae";"Grimmia reflexidens";"";"";"https://simbio.mma.gob.cl/Especies/Details/12772";
"Plantae";"Grimmia anodon";"";"";"https://simbio.mma.gob.cl/Especies/Details/12773";
"Plantae";"Grimmia longirostris";"";"";"https://simbio.mma.gob.cl/Especies/Details/12774";
"Plantae";"Grimmia humilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12775";
"Plantae";"Grimmia navicularis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12776";
"Plantae";"Grimmia montana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12777";
"Plantae";"Grimmia laevigata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12778";
"Plantae";"Grimmia kidderi";"";"";"https://simbio.mma.gob.cl/Especies/Details/12779";
"Plantae";"Grimmia trinervis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12780";
"Plantae";"Campylopus pilifer";"";"";"https://simbio.mma.gob.cl/Especies/Details/12781";
"Plantae";"Campylopus subcuspidatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12782";
"Plantae";"Campylopus modestus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12783";
"Plantae";"Campylopus acuminatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12784";
"Plantae";"Campylopus spiralis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12785";
"Plantae";"Campylopus chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12786";
"Plantae";"Campylopus introflexus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12787";
"Plantae";"Campylopus clavatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12788";
"Plantae";"Campylopus aureonitens";"";"";"https://simbio.mma.gob.cl/Especies/Details/12789";
"Plantae";"Campylopus vesticaulis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12790";
"Plantae";"Campylopus cavifolius";"";"";"https://simbio.mma.gob.cl/Especies/Details/12791";
"Plantae";"Campylopus pyriformis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12792";
"Plantae";"Campylopus purpureocaulis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12793";
"Plantae";"Campylopus laxoventralis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12794";
"Plantae";"Campylopus fragilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12795";
"Plantae";"Dicranella hawaiica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12796";
"Plantae";"Dicranella harrisii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12797";
"Plantae";"Dicranella fuegiana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12798";
"Plantae";"Dicranella circinata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12799";
"Plantae";"Dicranella aulacocarpa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12800";
"Plantae";"Dicranella cardotii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12801";
"Plantae";"Arctoa fulvella";"";"";"https://simbio.mma.gob.cl/Especies/Details/12802";
"Plantae";"Kiaeria pumila";"";"";"https://simbio.mma.gob.cl/Especies/Details/12803";
"Plantae";"Oncophorus fuegianus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12804";
"Plantae";"Symblepharis krausei";"";"";"https://simbio.mma.gob.cl/Especies/Details/12805";
"Plantae";"Ditrichum conicum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12806";
"Plantae";"Ditrichum difficile";"";"";"https://simbio.mma.gob.cl/Especies/Details/12807";
"Plantae";"Ditrichum hallei";"";"";"https://simbio.mma.gob.cl/Especies/Details/12808";
"Plantae";"Ditrichum longisetum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12809";
"Plantae";"Ditrichum hyalinum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12810";
"Plantae";"Ditrichum hyalinocuspidatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12811";
"Plantae";"Ditrichum cylindricarpum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12812";
"Plantae";"Ditrichum brotherusii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12813";
"Plantae";"Ditrichum hookeri";"";"";"https://simbio.mma.gob.cl/Especies/Details/12814";
"Plantae";"Ditrichum crinale";"";"";"https://simbio.mma.gob.cl/Especies/Details/12815";
"Plantae";"Ditrichum roivanenii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12816";
"Plantae";"Ditrichum strictum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12817";
"Plantae";"Ditrichum heteromallum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12818";
"Plantae";"Skottsbergia paradoxa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12819";
"Plantae";"Meesia uliginosa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12820";
"Plantae";"Pohlia papillosa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12821";
"Plantae";"Pohlia richardsii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12822";
"Plantae";"Pohlia chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12823";
"Plantae";"Pohlia pseudobarbula";"";"";"https://simbio.mma.gob.cl/Especies/Details/12824";
"Plantae";"Pohlia lonchochaete";"";"";"https://simbio.mma.gob.cl/Especies/Details/12825";
"Plantae";"Pohlia camptotrachela";"";"";"https://simbio.mma.gob.cl/Especies/Details/12826";
"Plantae";"Pohlia filum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12827";
"Plantae";"Pohlia melanodon";"";"";"https://simbio.mma.gob.cl/Especies/Details/12828";
"Plantae";"Pohlia australis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12829";
"Plantae";"Pohlia nutans";"";"";"https://simbio.mma.gob.cl/Especies/Details/12830";
"Plantae";"Pohlia inflexa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12831";
"Plantae";"Pohlia wahlenbergii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12832";
"Plantae";"Pohlia cruda";"";"";"https://simbio.mma.gob.cl/Especies/Details/12833";
"Plantae";"Pohlia magnifica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12834";
"Plantae";"Cinclidium stygium";"";"";"https://simbio.mma.gob.cl/Especies/Details/12835";
"Plantae";"Weymouthia cochlearifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12836";
"Plantae";"Weymouthia mollis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12837";
"Plantae";"Ancistrodes genuflexa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12838";
"Plantae";"Papillaria crocea";"";"";"https://simbio.mma.gob.cl/Especies/Details/12839";
"Plantae";"Cryphaea consimilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12840";
"Plantae";"Leptodon smithii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12841";
"Plantae";"Hedwigia stellata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12842";
"Plantae";"Braunia subincana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12843";
"Plantae";"Fissidens curvatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12844";
"Plantae";"Fissidens bryoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12845";
"Plantae";"Fissidens crispus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12846";
"Plantae";"Fissidens scalaris";"";"";"https://simbio.mma.gob.cl/Especies/Details/12847";
"Plantae";"Fissidens pellucidus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12848";
"Plantae";"Fissidens oblongifolius";"";"";"https://simbio.mma.gob.cl/Especies/Details/12849";
"Plantae";"Fissidens pascuanus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12850";
"Plantae";"Fissidens rigidulus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12851";
"Plantae";"Fissidens involutus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12852";
"Plantae";"Fissidens osmundoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12853";
"Plantae";"Fissidens serratus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12854";
"Plantae";"Fissidens maschalanthus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12855";
"Plantae";"Fissidens taxifolius";"";"";"https://simbio.mma.gob.cl/Especies/Details/12856";
"Plantae";"Fissidens asplenioides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12857";
"Plantae";"Fissidens semicompletus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12858";
"Plantae";"Plagiothecium denticulatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12859";
"Plantae";"Plagiothecium lamprostachys";"";"";"https://simbio.mma.gob.cl/Especies/Details/12860";
"Plantae";"Plagiothecium ovalifolium";"";"";"https://simbio.mma.gob.cl/Especies/Details/12861";
"Plantae";"Plagiothecium orthocarpum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12862";
"Plantae";"Plagiothecium lucidum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12863";
"Plantae";"Eriodon conostomus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12864";
"Plantae";"Catagoniopsis berteroana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12865";
"Plantae";"Myurella julacea";"";"";"https://simbio.mma.gob.cl/Especies/Details/12866";
"Plantae";"Ischyrodon lepturus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12867";
"Plantae";"Vittia pachyloma";"";"";"https://simbio.mma.gob.cl/Especies/Details/12868";
"Plantae";"Vittia salina";"";"";"https://simbio.mma.gob.cl/Especies/Details/12869";
"Plantae";"Drepanocladus longifolius";"";"";"https://simbio.mma.gob.cl/Especies/Details/12870";
"Plantae";"Drepanocladus aduncus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12871";
"Plantae";"Drepanocladus perplicatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12872";
"Plantae";"Acrocladium auriculatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12873";
"Plantae";"Acrocladium chlamydophyllum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12874";
"Plantae";"Andreaea australis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12875";
"Plantae";"Andreaea remotifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12876";
"Plantae";"Andreaea wilsonii";"";"";"https://simbio.mma.gob.cl/Especies/Details/12877";
"Plantae";"Andreaea laxifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12878";
"Plantae";"Andreaea regularis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12879";
"Plantae";"Andreaea nitida";"";"";"https://simbio.mma.gob.cl/Especies/Details/12880";
"Plantae";"Andreaea rupestris";"";"";"https://simbio.mma.gob.cl/Especies/Details/12881";
"Plantae";"Andreaea alpina";"";"";"https://simbio.mma.gob.cl/Especies/Details/12882";
"Plantae";"Andreaea pseudomutabilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12883";
"Plantae";"Andreaea flexuosa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12884";
"Plantae";"Andreaea mutabilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12885";
"Plantae";"Andreaea fuegiana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12886";
"Plantae";"Andreaea pachyphylla";"";"";"https://simbio.mma.gob.cl/Especies/Details/12887";
"Plantae";"Andreaea appendiculata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12888";
"Plantae";"Andreaea marginata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12889";
"Plantae";"Andreaea subulata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12890";
"Plantae";"Andreaea acutifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12891";
"Plantae";"Andreaea striata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12892";
"Plantae";"Cryptomeria japonica";"";"";"https://simbio.mma.gob.cl/Especies/Details/12893";
"Plantae";"Cunninghamia lanceolata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12894";
"Plantae";"Taxus baccata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12895";
"Plantae";"Pinus nigra";"";"";"https://simbio.mma.gob.cl/Especies/Details/12896";
"Plantae";"Pinus strobus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12897";
"Plantae";"Pinus ponderosa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12898";
"Plantae";"Pinus wallichiana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12899";
"Plantae";"Pinus patula";"";"";"https://simbio.mma.gob.cl/Especies/Details/12900";
"Plantae";"Pinus pinea";"";"";"https://simbio.mma.gob.cl/Especies/Details/12901";
"Plantae";"Pinus canariensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12902";
"Plantae";"Pinus halepensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12903";
"Plantae";"Pinus sylvestris";"";"";"https://simbio.mma.gob.cl/Especies/Details/12904";
"Plantae";"Pinus radiata";"Pino radiata";"";"https://simbio.mma.gob.cl/Especies/Details/12905";
"Plantae";"Pinus caribaea";"";"";"https://simbio.mma.gob.cl/Especies/Details/12906";
"Plantae";"Pinus contorta";"Pino contorta";"";"https://simbio.mma.gob.cl/Especies/Details/12907";
"Plantae";"Podocarpus salignus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12908";
"Plantae";"Podocarpus nubigenus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12909";
"Plantae";"Podocarpus salicifolius";"";"";"https://simbio.mma.gob.cl/Especies/Details/12910";
"Plantae";"Podocarpus neriifolius";"";"";"https://simbio.mma.gob.cl/Especies/Details/12911";
"Plantae";"Scherffelia dubia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12912";
"Plantae";"Micromonas pusilla";"";"";"https://simbio.mma.gob.cl/Especies/Details/12913";
"Plantae";"Targionia hypophylla";"";"";"https://simbio.mma.gob.cl/Especies/Details/12914";
"Plantae";"Oxymitra incrassata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12915";
"Plantae";"Riccia sorocarpa";"";"";"https://simbio.mma.gob.cl/Especies/Details/12916";
"Plantae";"Sphaerocarpos stipitatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12917";
"Plantae";"Lunularia cruciata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12918";
"Plantae";"Jensenia difformis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12919";
"Plantae";"Porella brasiliensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12920";
"Plantae";"Diplophyllum acutilobum";"";"";"https://simbio.mma.gob.cl/Especies/Details/12921";
"Plantae";"Leptoscyphus antarcticus";"";"";"https://simbio.mma.gob.cl/Especies/Details/12922";
"Plantae";"Metzgeria leptoneura";"";"";"https://simbio.mma.gob.cl/Especies/Details/12923";
"Plantae";"Metzgeria ciliata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12924";
"Plantae";"Metzgeria violacea";"";"";"https://simbio.mma.gob.cl/Especies/Details/12925";
"Plantae";"Gaimardia australis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12926";
"Plantae";"Fascicularia bicolor";"";"";"https://simbio.mma.gob.cl/Especies/Details/12927";
"Plantae";"Distichia muscoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/12928";
"Plantae";"Typha angustifolia";"";"";"https://simbio.mma.gob.cl/Especies/Details/12929";
"Plantae";"Typha domingensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/12930";
"Plantae";"Aira praecox";"";"";"https://simbio.mma.gob.cl/Especies/Details/12931";
"Plantae";"Vulpia myuros";"Pasto largo";"";"https://simbio.mma.gob.cl/Especies/Details/12932";
"Plantae";"Vulpia octoflora";"";"";"https://simbio.mma.gob.cl/Especies/Details/12933";
"Plantae";"Vulpia bromoides";"Pasto pelillo";"";"https://simbio.mma.gob.cl/Especies/Details/12934";
"Plantae";"Chloris gayana";"";"";"https://simbio.mma.gob.cl/Especies/Details/12935";
"Plantae";"Chloris radiata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12936";
"Plantae";"Chloris virgata";"";"";"https://simbio.mma.gob.cl/Especies/Details/12937";
"Plantae";"Apera interrupta";"";"";"https://simbio.mma.gob.cl/Especies/Details/12938";
"Plantae";"Setaria parviflora";"";"";"https://simbio.mma.gob.cl/Especies/Details/12939";
