Especie ID;Nombre científico ;Nombre común;Clase;RCE;Titular;Fuente;Link;Usa N. Científico;Usa N. Común;Alcance;Es protagonsita;Tono predominante;Tiene foto;Endémica
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Reactivan permiso ambiental de Dominga mientras crece incertidumbre por protección del pingüino de Humboldt;Ladera Sur;https://laderasur.com/articulo/reactivan-permiso-ambiental-de-dominga-mientras-crece-incertidumbre-por-proteccion-del-pinguino-de-humboldt/;1;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Declaran al pingüino de Humboldt como Monumento Natural de especie en todo Chile;Universidad de Chile;https://radio.uchile.cl/2026/02/14/declaran-al-pinguino-de-humboldt-como-monumento-natural-de-especie-en-todo-chile/;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt ya es Monumento Natural en Chile;Identidad y Futuro;https://identidadyfuturo.cl/2026/03/12/pinguino-de-humboldt-monumento-natural-chile/;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Especialistas UdeC analizan impacto ambiental que pone en riesgo al pingüino de Humboldt;Noticias UdeC;https://noticias.udec.cl/especialistas-udec-analizan-impacto-ambiental-que-pone-en-riesgo-al-pinguino-de-humboldt/;1;1;Nacional;1;Científico / Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Uno de los últimos refugios del Pingüino de Humboldt que debes visitar el 2026;Chile Travel;https://chile.travel/blog/uno-de-los-ultimos-refugios-del-pinguino-de-humboldt-que-debes-visitar-el-2026/;0;1;Nacional;1;Turismo / Difusión;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Contra ranita de Darwin, pingüino de Humboldt y áreas protegidas: Kast defiende retiro de 43 decretos medioambientales;Interferencia |;https://interferencia.cl/articulos/contra-ranita-de-darwin-pinguino-de-humboldt-y-areas-protegidas-kast-defiende-retiro-de-43;0;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;El pingüino de Humboldt es declarado Monumento Natural de Chile;ELPINGUINO.COM;https://www.elpinguino.com/noticia/2026/02/16/el-pinguino-de-humboldt-es-declarado-monumento-natural-de-chile;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Oceana: Los pingüinos de Humboldt ""están en peligro"", no tienen el mismo tiempo que los gobiernos";Universidad de Chile;https://radio.uchile.cl/2026/03/19/oceana-los-pinguinos-de-humboldt-estan-en-peligro-no-tienen-el-mismo-tiempo-que-los-gobiernos/;0;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Experto advierte qué pasaría si se extingue el pingüino de Humboldt: ""Sería un tremendo impacto""";BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/medio-ambiente-cyt/2026/03/18/experto-advierte-que-pasaria-si-se-extingue-el-pinguino-de-humboldt-seria-un-tremendo-impacto.shtml;1;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt pasa a “en peligro” en Chile y alerta a especialistas;ELPINGUINO.COM;https://elpinguino.com/noticia/2025/10/24/pinguino-de-humboldt-pasa-a-en-peligro-en-chile-y-alerta-a-especialistas;1;1;Nacional;1;Alarma / Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;¡Últimos días! El pingüino de Humboldt necesita tu ayuda: Así puedes apoyar su declaratoria como Monumento Natural de Chile;Ladera Sur;https://laderasur.com/articulo/ultimos-dias-el-pinguino-de-humboldt-necesita-tu-ayuda-asi-puedes-apoyar-su-declaratoria-como-monumento-natural-de-chile/;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Declaran al pingüino de Humboldt como Monumento Natural: ¿qué implica esta categoría?;Teletrece;https://www.t13.cl/noticia/nacional/declaran-al-pinguino-humboldt-como-monumento-natural-implica-esta-categoria-15-2-2026;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Experto y retiro de decreto que protegía al pingüino de Humboldt: ""argumentos eran bastante sólidos""";BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/medio-ambiente-cyt/2026/03/17/experto-y-retiro-de-decreto-que-protegia-al-pinguino-de-humboldt-argumentos-eran-bastante-solidos.shtml;1;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt: El llamado a proteger a esta especie en peligro de conservación;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2026/01/20/pinguino-de-humboldt-el-llamado-a-proteger-a-esta-especie-en-peligro-de-conservacion/;1;1;Nacional;1;Alarma / Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile declara al pingüino de Humboldt Monumento Natural y refuerza su protección en todo el país;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2026/02/19/chile-declara-al-pinguino-de-humboldt-monumento-natural-y-refuerza-su-proteccion-en-todo-el-pais/;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile declara oficialmente al pingüino de Humboldt en peligro de extinción: ¿se puede recuperar?;BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2025/10/23/chile-declara-oficialmente-al-pinguino-de-humboldt-en-peligro-de-extincion-se-puede-recuperar.shtml;1;1;Nacional;1;Alarma / Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Registran por primera vez un pingüino de Humboldt albino en Chile: ""Queda más expuesto a depredadores""";BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/20/registran-por-primera-vez-un-pinguino-de-humboldt-albino-en-chile-queda-mas-expuesto-a-depredadores.shtml;1;1;Nacional;1;Científico / Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Últimos días para apoyar: el pingüino de Humboldt necesita tu ayuda para ser Monumento Natural de Chile;Teletrece;https://www.t13.cl/noticia/nacional/ultimos-dias-para-apoyar-pinguino-humboldt-necesita-tu-ayuda-para-ser-monumento-29-1-2026;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt es declarado Monumento Natural en Chile;Diario Sostenible;https://www.diariosostenible.cl/noticia/premios-y-reconocimientos/2026/02/pinguino-de-humboldt-es-declarado-monumento-natural-en-chile;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile abre consulta ciudadana para declarar Monumento Natural al pingüino de Humboldt: Cómo participar;El Desconcierto;https://eldesconcierto.cl/2026/01/23/chile-abre-consulta-ciudadana-para-declarar-monumento-natural-al-pinguino-de-humboldt-como-participar;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt es declarado Monumento Natural en Chile: ¿qué significa?;Canal 13;https://www.13.cl/c/programas/espacio-13c/pinguino-de-humboldt-es-declarado-monumento-natural-en-chile-que-significa;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt En Peligro: “La nueva clasificación muestra que debemos tomar acciones para cuidar la corriente de Humboldt”;Ladera Sur;https://laderasur.com/articulo/pinguino-de-humboldt-en-peligro-la-nueva-clasificacion-muestra-que-debemos-tomar-acciones-para-cuidar-la-corriente-de-humboldt/;1;1;Nacional;1;Científico / Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Expertos alertan grave disminución del pingüino de Humboldt en Chile: quedan menos de 20 mil ejemplares;ADN Radio;https://www.adnradio.cl/2025/11/11/expertos-alertan-grave-disminucion-del-pinguino-de-humboldt-en-chile-quedan-menos-de-20-mil-ejemplares/;1;1;Nacional;1;Alarma / Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Investigación registró primer hallazgo de pingüino de Humboldt albino en la Región del Biobío;El Mostrador;https://www.elmostrador.cl/cultura/2026/01/22/investigacion-registro-primer-hallazgo-de-pinguino-de-humboldt-albino-en-la-region-del-biobio/;1;1;Nacional;1;Científico / Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Retiran decreto que buscaba declarar Monumento Natural al pingüino de Humboldt;El Mostrador;https://www.elmostrador.cl/agenda-pais/2026/03/17/retiran-decreto-que-buscaba-declarar-monumento-natural-al-pinguino-de-humboldt/;0;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Tras retiro de decretos: ¿cuál es la importancia del Pingüino de Humboldt en el equilibrio del océano?;BioBioChile;https://www.biobiochile.cl/noticias/bbcl-explica/bbcl-explica-notas/2026/03/18/tras-retiro-de-decretos-cual-es-la-importancia-del-pinguino-de-humboldt-en-el-equilibrio-del-oceano.shtml;1;1;Nacional;1;Científico / Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;El Pingüino de Humboldt: Más que un símbolo, una urgencia de conservación. Por Carlos Flores Olivares. Docente Investigador de Medicina Veterinaria, Universidad del Alba;G5noticias;https://g5noticias.cl/2026/03/09/el-pinguino-de-humboldt-mas-que-un-simbolo-una-urgencia-de-conservacion-por-carlos-flores-olivares-docente-investigador-de-medicina-veterinaria-universidad-del-alba/;1;1;Nacional;1;Científico / Educativo;0;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt y especies endémicas en Chile aumentan riesgo de extinción;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2025/10/20/pinguino-de-humboldt-y-especies-endemicas-en-chile-aumentan-riesgo-de-extincion/;1;1;Nacional;1;Alarma / Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Estas son las mejores partes de Chile donde se puede ver al pingüino de Humboldt;elnortero.cl;https://www.elnortero.cl/noticia/sociedad/estas-son-las-mejores-partes-de-chile-donde-se-puede-ver-al-pingueino-de-humboldt;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Retiran decreto que protegía al pingüino de Humboldt;El Ovallino;https://www.elovallino.cl/retiran-decreto-que-protegia-al-pinguino-de-humboldt/;0;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile abre consulta ciudadana para declarar al pingüino de Humboldt Monumento Natural;Meteored Chile;https://www.meteored.cl/noticias/actualidad/chile-abre-consulta-ciudadana-para-declarar-al-pinguino-de-humboldt-monumento-natural.html;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Últimos días para salvar al pingüino de Humboldt en Chile;thetimes.lat;https://thetimes.cl/contenido/9843/ultimos-dias-para-salvar-al-pinguino-de-humboldt-en-chile;1;1;Nacional;1;Conservación / Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt albino es visto frente a la costa de Hualpén;soychile.cl;https://www.soychile.cl/santiago/tendencias/2026/01/21/937305/pinguino-humboldt-albino-costa-hualpen.html;1;1;Nacional;1;Científico / Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Greenpeace exige medidas urgentes para salvar al pingüino de Humboldt: ""No podemos seguir destruyendo""";BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2025/10/28/greenpeace-exige-medidas-urgentes-para-salvar-al-pinguino-de-humboldt-no-podemos-seguir-destruyendo.shtml;1;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;El pingüino de Humboldt pasa a estar en peligro de extinción y enciende las alarmas por la biodiversidad en Chile;Futuro 360 | CNN Chile;https://futuro360.cnnchile.com/el-pinguino-de-humboldt-pasa-a-estar-en-peligro-de-extincion-y-enciende-las-alarmas-por-la-biodiversidad-en-chile;1;1;Nacional;1;Alarma / Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;¿Por qué fue declarado el pingüino de Humboldt en peligro de extinción? Alertan sobre crítica situación en Chile y los riesgos de Dominga;elciudadano.com;https://www.elciudadano.com/actualidad/por-que-fue-declarado-el-pinguino-de-humboldt-en-peligro-de-extincion-alertan-sobre-critica-situacion-en-chile-y-los-peligros-de-dominga/11/01/;1;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;¿Sin protección?: Ranita de Darwin y Pingüino de Humboldt, las dos especies icónicas de Chile en medio del debate ambiental;Publimetro;https://www.publimetro.cl/noticias/2026/03/17/sin-proteccion-ranita-de-darwin-y-pinguino-de-humboldt-las-dos-especies-iconicas-de-chile-en-medio-del-debate-ambiental/;1;1;Nacional;1;Denuncia / Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;La Serena será sede del Seminario Pingüino de Humboldt en peligro de extinción;El Serenense;https://www.elserenense.cl/comunales/2025/11/11/la-serena-sera-sede-del-seminario-pinguino-de-humboldt-en-peligro-de-extincion/;1;1;Nacional;1;Científico / Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;¿Pingüino de Humboldt albino en Biobío?: hallazgo inédito abre retos científicos y de conservación;Diario Concepción;https://www.diarioconcepcion.cl/ciencia-y-sociedad/2026/01/30/pinguino-de-humboldt-albino-en-biobio-hallazgo-inedito-abre-retos-cientificos-y-de-conservacion.html;1;1; Nacional;1; Científico/Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Registran por primera vez en Chile un ejemplar de pingüino de Humboldt albino;Diario Usach;https://www.diariousach.cl/registran-por-primera-vez-en-chile-un-ejemplar-de-pinguino-de-humboldt;1;1;Nacional;1;Científico/Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt en peligro de extinción: la contaminación y el cambio climático lo acorralan;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-social/2025/11/11/pinguino-de-humboldt-en-peligro-de-extincion-la-contaminacion-y-el-cambio-climatico-lo-acorralan/;1;1;Nacional;1;Alarma/Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile declara oficialmente en peligro de extinción a Pingüino de Humboldt;El Periodista;https://www.elperiodista.cl/2025/10/pinguino-de-humboldt-es-declarado-oficialmente-en-peligro-de-extincion/;1;1;Nacional;1;Alarma/Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Detectan primer pingüino de Humboldt albino en el Biobío;24horas;https://www.24horas.cl/conciencia-24-7/sostenibilidad/pinguino-de-humboldt-albino-biobio;1;1;Nacional;1;Alarma/Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;El pingüino de Humboldt es declarado Monumento Natural y elevan su nivel de protección en Chile;Radio Concierto Chile - Sólo grandes canciones;https://www.concierto.cl/2026/02/el-pinguino-de-humboldt-es-declarado-monumento-natural-y-elevan-su-nivel-de-proteccion-en-chile/;1;1;Nacional;1;Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Detectan primer pingüino de Humboldt albino en el Biobío;24horas;https://www.24horas.cl/conciencia-24-7/sostenibilidad/pinguino-de-humboldt-albino-biobio;1;1;Nacional;1;Científico/Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;El pingüino de Humboldt es declarado Monumento Natural en Chile;Sabes.cl;https://sabes.cl/2026/02/14/el-pinguino-de-humboldt-es-declarado-monumento-natural-en-chile/;1;1;Nacional;1;Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;WWF Chile presentó propuestas en el marco de la consulta pública para declarar al pingüino de Humboldt como Monumento Natural;Infogate.cl;https://infogate.cl/2026/02/wwf-chile-presento-propuestas-en-el-marco-de-la-consulta-publica-para-declarar-al-pinguino-de-humboldt-como-monumento-natural/;1;1;Nacional;1;Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Protección del pingüino de Humboldt y descontaminación del lago Villarrica: las razones del Ejecutivo para retirar 43 decretos ambientales;El Dínamo;https://www.eldinamo.cl/sociedad/medio-ambiente/2026/03/17/proteccion-del-pinguino-de-humboldt-y-descontaminacion-del-lago-villarrica-las-razones-del-ejecutivo-para-retirar-43-decretos-ambientales/;1;1;Nacional;1;Denuncia/Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Para aumentar su protección: El Pingüino de Humboldt es declarado Monumento Nacional en Chile;pudahuel.cl;https://www.pudahuel.cl/noticias/2026/02/para-aumentar-su-proteccion-el-pinguino-de-humboldt-es-declarado-monumento-nacional-en-chile/;1;1;Nacional;1;Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Ataque y muerte de pingüino de Humboldt reabre urgente llamado a la tenencia responsable y protección de fauna silvestre;El Diario de Antofagasta;https://www.diarioantofagasta.cl/el-pais/218188/ataque-y-muerte-de-pinguino-de-humboldt-reabre-urgente-llamado-a-la-tenencia-responsable-y-proteccion-de-fauna-silvestre/;1;1;Nacional;1;Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;“Andaba solo en el agua”: Investigación registró primer hallazgo de pingüino de Humboldt albino en el Biobío;The Clinic;https://www.theclinic.cl/2026/01/22/andaba-solo-en-el-agua-investigacion-registro-primer-hallazgo-de-pinguino-de-humboldt-albino-en-el-biobio/;1;1;Nacional;1;Científico/Educativo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Gobierno retira más de 40 decretos ambientales que creaban parques nacionales y otorgaban protección a la ranita de Darwin y el pingüino de Humboldt;The Clinic;https://www.theclinic.cl/2026/03/17/gobierno-retira-mas-de-40-decretos-ambientales-que-creaban-parques-nacionales-y-otorgaban-proteccion-a-la-ranita-de-darwin-y-el-pinguino-de-humboldt/;1;1;Nacional;1;Denuncia/Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt y ranita de Darwin: Revisa el estado actual de los 43 decretos ambientales retirados por Kast;El Desconcierto;https://eldesconcierto.cl/2026/03/20/pinguino-de-humboldt-y-ranita-de-darwin-revisa-el-estado-actual-de-los-43-decretos-ambientales-retirados-por-kast;1;1;Nacional;1;Denuncia/Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt es declarado monumento natural para reforzar su protección en Chile;VLN Radio;https://www.vlnradio.cl/noticias/actualidad/2026/02/15/pinguino-de-humboldt-es-declarado-monumento-natural-para-reforzar-su-proteccion-en-chile/;1;1;Nacional;1;Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile declara oficialmente al Pingüino de Humboldt «en peligro de extinción»;Radio Ñuble;https://radionuble.cl/v1/2025/10/23/chile-declara-oficialmente-al-pinguino-de-humboldt-en-peligro-de-extincion/;1;1;Nacional;1;Alarma/Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Debate ambiental en Chile: Ranita de Darwin y Pingüino de Humboldt en riesgo;Radio Canal 95;https://www.canal95.cl/nacional/debate-ambiental-chile-ranita-darwin-pinguino-humboldt-riesgo;1;1;Nacional;1;Denuncia/Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt y especies únicas de Chile en peligro: más del 70% está en riesgo de extinción;Meteored Chile;https://www.meteored.cl/noticias/ciencia/pinguino-de-humboldt-y-especies-unicas-de-chile-en-peligro-mas-del-70-esta-en-riesgo-de-extincion.html;1;1; Nacional;1; Alarma/Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Gobierno chileno le quita la protección al Pingüino de Humboldt;Mestizos Magazine;https://www.mestizos.cl/actualidad-animal/2026/03/18/gobierno-chileno-le-quita-la-proteccion-al-pinguino-de-humboldt.html;1;1; Nacional;1; Denuncia/Conflicto;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Declaran monumento natural al pingüino de Humboldt en todo Chile;Puranoticia;https://puranoticia.pnt.cl/nacional/declaran-monumento-natural-al-pinguino-de-humboldt-en-todo-chile;1;1; Nacional;1; Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;El pingüino de Humboldt, declarado monumento natural por Chile;ANSA Latina;https://www.ansalatina.com/americalatina/noticia/latinoamerica/2026/02/13/el-pingueino-de-humboldt-declarado-monumento-natural-por-chile_be13193f-0864-424f-855b-bc1b51c5ef3c.html;1;1; Nacional;1; Conservación/Positivo;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Chile declara oficialmente al Pingüino de Humboldt ""en peligro de extinción""";Radio Contacto 90.7 FM;https://radiocontacto.cl/2025/10/23/chile-declara-oficialmente-al-pinguino-de-humboldt-en-peligro-de-extincion/;1;1; Nacional;1; Alarma/Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Un pingüino de Chile perdió más del 50% de su población;eldiarioweb.com;https://www.eldiarioweb.com/2025/10/un-pinguino-de-chile-perdio-mas-del-50-de-su-poblacion/;1;1; Nacional;1; Alarma/Crisis;1;No
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile declara Monumento Natural al pingüino de Humboldt tras caída del 50% de su población;Publimicro;https://publimicro.cl/chile-declara-monumento-natural-al-pinguino-de-humboldt-tras-caida-del-50-de-su-poblacion/;1;1; Nacional;1; Conservación/Positivo;1;No
