position,title,source/name,source/icon,source/authors/0,link,thumbnail,thumbnail_small,date,iso_date
38,Tras retiro de decretos: ¿cuál es la importancia del Pingüino de Humboldt en el equilibrio del océano?,BioBioChile,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.biobiochile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Bárbara Haas,https://www.biobiochile.cl/noticias/bbcl-explica/bbcl-explica-notas/2026/03/18/tras-retiro-de-decretos-cual-es-la-importancia-del-pinguino-de-humboldt-en-el-equilibrio-del-oceano.shtml,https://media.biobiochile.cl/wp-content/uploads/2026/03/pinguino-de-humboldt-750x400.png,https://news.google.com/api/attachments/CC8iK0NnNWxSMDVUYTA5UVpHUkVWemhIVFJDa0FSaTBBaWdCTWdZQm9ZN3JzUVk,"03/18/2026, 07:00 AM, +0000 UTC",2026-03-18T07:00:00Z
39,"El Pingüino de Humboldt: Más que un símbolo, una urgencia de conservación. Por Carlos Flores Olivares. Docente Investigador de Medicina Veterinaria, Universidad del Alba",G5noticias,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://g5noticias.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://g5noticias.cl/2026/03/09/el-pinguino-de-humboldt-mas-que-un-simbolo-una-urgencia-de-conservacion-por-carlos-flores-olivares-docente-investigador-de-medicina-veterinaria-universidad-del-alba/,https://g5noticias.cl/wp-content/uploads/2026/03/Carlos-Flores.png,https://news.google.com/api/attachments/CC8iK0NnNU5VMWRKT0VZM09IZE9ORzA1VFJEeUJCanBBeWdLTWdZbE5aek5uUWs,"03/09/2026, 07:00 AM, +0000 UTC",2026-03-09T07:00:00Z
40,Pingüino de Humboldt y especies endémicas en Chile aumentan riesgo de extinción,Cooperativa Ciencia,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cooperativaciencia.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.cooperativaciencia.cl/medio-ambiente/2025/10/20/pinguino-de-humboldt-y-especies-endemicas-en-chile-aumentan-riesgo-de-extincion/,https://www.cooperativaciencia.cl/wp-content/uploads/2025/10/P.-DE-HUMBOLDT-3-768x512.jpg,https://news.google.com/api/attachments/CC8iL0NnNUNjMnh6UldGSmIyazNRa05SVFJERUF4aW1CU2dLTWdrQk1vU0tPYU81Y0FF,"10/20/2025, 07:00 AM, +0000 UTC",2025-10-20T07:00:00Z
41,Estas son las mejores partes de Chile donde se puede ver al pingüino de Humboldt,elnortero.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.elnortero.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elnortero.cl/noticia/sociedad/estas-son-las-mejores-partes-de-chile-donde-se-puede-ver-al-pingueino-de-humboldt,https://cdn.elnortero.cl/sites/elnortero.cl/files/imagecache/380x285/imagen_noticia/estas_son_las_mejores_partes_de_chile_donde_se_puede_ver_al_pinguino_de_humboldt.png,https://news.google.com/api/attachments/CC8iL0NnNUNWVVpPZFZkVFZuaHBjbkpTVFJDZEFoaVFBeWdLTWdtUlFZeU1KU1pGc0FF,"03/25/2026, 03:26 PM, +0000 UTC",2026-03-25T15:26:47Z
42,Retiran decreto que protegía al pingüino de Humboldt,El Ovallino,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elovallino.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elovallino.cl/retiran-decreto-que-protegia-al-pinguino-de-humboldt/,https://www.elovallino.cl/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-19-at-19.22.20-1.jpeg,https://news.google.com/api/attachments/CC8iI0NnNWhhbTF6U2pGaGFHWjJTSFpVVFJEREF4aW9CU2dLTWdB,"03/19/2026, 07:00 AM, +0000 UTC",2026-03-19T07:00:00Z
43,Chile abre consulta ciudadana para declarar al pingüino de Humboldt Monumento Natural,Meteored Chile,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.meteored.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.meteored.cl/noticias/actualidad/chile-abre-consulta-ciudadana-para-declarar-al-pinguino-de-humboldt-monumento-natural.html,https://services.meteored.com/img/article/chile-abre-consulta-ciudadana-para-declarar-al-pinguino-de-humboldt-monumento-natural-1768398300296_512.jpg,https://news.google.com/api/attachments/CC8iK0NnNVVNVVkyYWpoM1NsRlFlVFJMVFJEb0FoaUFCQ2dLTWdhWk1KSUtIZ2s,"01/16/2026, 08:00 AM, +0000 UTC",2026-01-16T08:00:00Z
44,Últimos días para salvar al pingüino de Humboldt en Chile,thetimes.lat,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://thetimes.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://thetimes.cl/contenido/9843/ultimos-dias-para-salvar-al-pinguino-de-humboldt-en-chile,https://thetimes.cl/download/multimedia.normal.b54cc4c371195065.bm9ybWFsLndlYnA%3D.webp,https://news.google.com/api/attachments/CC8iK0NnNWhRbmhGTkhRNFgwbDRVRkl3VFJEZ0F4aUFCU2dLTWdZQkJZck5rUVU,"01/29/2026, 08:00 AM, +0000 UTC",2026-01-29T08:00:00Z
45,Pingüino de Humboldt albino es visto frente a la costa de Hualpén,soychile.cl,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.soychile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.soychile.cl/santiago/tendencias/2026/01/21/937305/pinguino-humboldt-albino-costa-hualpen.html,https://img.soy-chile.cl/Fotos/2026/01/21/file_20260121094118.jpg,https://news.google.com/api/attachments/CC8iK0NnNXRZVE5sZVhsVkxXUmtZMWRxVFJDZ0F4amlCU2dLTWdZcEU1UlFGUWs,"01/21/2026, 08:00 AM, +0000 UTC",2026-01-21T08:00:00Z
46,Pingüino de Humboldt y lagarto gruñidor en peligro,Diario Sustentable,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.diariosustentable.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.diariosustentable.com/2025/10/pinguino-de-humboldt-lagarto-grunidor-y-plantas-endemicas-de-juan-fernandez-aumentan-su-riesgo-de-extincion-en-chile/,https://i0.wp.com/www.diariosustentable.com/wp-content/uploads/2025/10/P.-DE-HUMBOLDT-4.jpg?fit=800%2C534&ssl=1&resize=350%2C200,https://news.google.com/api/attachments/CC8iNkNnNWlZVEE1VWs4MGJXSldWRk50VFJESUFSamVBaWdLTWc0QkFJUmp0V05UYXhxWnNWYlZGZw,"10/21/2025, 07:00 AM, +0000 UTC",2025-10-21T07:00:00Z
47,"Greenpeace exige medidas urgentes para salvar al pingüino de Humboldt: ""No podemos seguir destruyendo""",BioBioChile,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.biobiochile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2025/10/28/greenpeace-exige-medidas-urgentes-para-salvar-al-pinguino-de-humboldt-no-podemos-seguir-destruyendo.shtml,https://media.biobiochile.cl/wp-content/uploads/2025/10/pinguino-de-humboldt-1.jpg,https://news.google.com/api/attachments/CC8iK0NnNVNabVpOV2kxclRHbFJNMjlzVFJDU0F4ajdCU2dLTWdZQlFJYUZNQVk,"10/28/2025, 07:00 AM, +0000 UTC",2025-10-28T07:00:00Z
48,El pingüino de Humboldt pasa a estar en peligro de extinción y enciende las alarmas por la biodiversidad en Chile,Futuro 360 | CNN Chile,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://futuro360.cnnchile.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://futuro360.cnnchile.com/el-pinguino-de-humboldt-pasa-a-estar-en-peligro-de-extincion-y-enciende-las-alarmas-por-la-biodiversidad-en-chile,https://futuro360.cnnchile.com/site-media/images/A_UNO_1249710.jpg,https://news.google.com/api/attachments/CC8iK0NnNDNhMmRzZGxwWFNtOXNjamxLVFJERUF4aW1CU2dLTWdiQmNvSXpLUVU,"10/22/2025, 07:00 AM, +0000 UTC",2025-10-22T07:00:00Z
49,¿Por qué fue declarado el pingüino de Humboldt en peligro de extinción? Alertan sobre crítica situación en Chile y los riesgos de Dominga,elciudadano.com,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.elciudadano.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Alfredo M. Seguel,https://www.elciudadano.com/actualidad/por-que-fue-declarado-el-pinguino-de-humboldt-en-peligro-de-extincion-alertan-sobre-critica-situacion-en-chile-y-los-peligros-de-dominga/11/01/,https://www.elciudadano.com/wp-content/uploads/2025/11/Pinguinos-Humboldt-2.jpg,https://news.google.com/api/attachments/CC8iK0NnNXlhRU5SY1hWU2NVNU9USFpCVFJDOUF4aXhCU2dLTWdhVmtvN3B0UVk,"11/01/2025, 07:00 AM, +0000 UTC",2025-11-01T07:00:00Z
50,"¿Sin protección?: Ranita de Darwin y Pingüino de Humboldt, las dos especies icónicas de Chile en medio del debate ambiental",Publimetro,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.publimetro.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.publimetro.cl/noticias/2026/03/17/sin-proteccion-ranita-de-darwin-y-pinguino-de-humboldt-las-dos-especies-iconicas-de-chile-en-medio-del-debate-ambiental/,https://www.publimetro.cl/resizer/v2/3XYPJRFE2BG7VB5UOWKZI6DM6E.jpg?auth=aa20772ac417d31f05fba2a823c2b98e2872ff45e78a9eb7bd8e3c9ff7e63a58&width=1200&height=1200&smart=true,https://news.google.com/api/attachments/CC8iL0NnNW5kREF0U1ZGTlVrNWZlVXBGVFJDcUJCaXFCQ2dLTWdrQklwZ3hIV3JJcGdJ,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z
51,La Serena será sede del Seminario Pingüino de Humboldt en peligro de extinción,El Serenense,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.elserenense.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elserenense.cl/comunales/2025/11/11/la-serena-sera-sede-del-seminario-pinguino-de-humboldt-en-peligro-de-extincion/,https://www.elserenense.cl/wp-content/uploads/2025/11/IMG_8667-scaled.jpg,https://news.google.com/api/attachments/CC8iI0NnNWxRM0pWZDFwQlZVRTFZeTFoVFJERUF4aW1CU2dLTWdB,"11/11/2025, 08:00 AM, +0000 UTC",2025-11-11T08:00:00Z
52,¿Pingüino de Humboldt albino en Biobío?: hallazgo inédito abre retos científicos y de conservación,Diario Concepción,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.diarioconcepcion.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.diarioconcepcion.cl/ciencia-y-sociedad/2026/01/30/pinguino-de-humboldt-albino-en-biobio-hallazgo-inedito-abre-retos-cientificos-y-de-conservacion.html,https://assets.diarioconcepcion.cl/2026/01/PINGUINO-HUMBOLDT-ALBINO-HUALPEN-e1769737049105-850x400.jpg,https://news.google.com/api/attachments/CC8iK0NnNTZOMDF4VlVzNVFYcGxRMGRSVFJEOEFoaW5CaWdLTWdZcHBaQ3VPUVk,"01/30/2026, 08:00 AM, +0000 UTC",2026-01-30T08:00:00Z
53,Registran por primera vez en Chile un ejemplar de pingüino de Humboldt albino,Diario Usach,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.diariousach.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.diariousach.cl/registran-por-primera-vez-en-chile-un-ejemplar-de-pinguino-de-humboldt,https://www.diariousach.cl/diario/site/artic/20260120/imag/foto_0000000320260120144908/PinguinoHumboldtAlvinoBioBio2-1024x530.jpg,https://news.google.com/api/attachments/CC8iK0NnNWpWRU14TkVKaFZsZENOa3hYVFJDMkF4aTlCU2dLTWdhMUlwb3lGUW8,"01/20/2026, 08:00 AM, +0000 UTC",2026-01-20T08:00:00Z
54,Pingüino de Humboldt en peligro de extinción: la contaminación y el cambio climático lo acorralan,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elmostrador.cl/agenda-pais/agenda-social/2025/11/11/pinguino-de-humboldt-en-peligro-de-extincion-la-contaminacion-y-el-cambio-climatico-lo-acorralan/,https://media-front.elmostrador.cl/2025/11/Editar-imagenes-10-700x350.png,https://news.google.com/api/attachments/CC8iK0NnNDJiVE50TVRWeGEwVXliVVZrVFJEZUFoaThCU2dLTWdZZGNJSUxMZ2M,"11/11/2025, 08:00 AM, +0000 UTC",2025-11-11T08:00:00Z
55,Pingüino de Humboldt: Guardián ecológico y emblema social en la Península de Hualpén,Cooperativa Ciencia,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cooperativaciencia.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.cooperativaciencia.cl/medio-ambiente/2025/09/17/pinguino-de-humboldt-guardian-ecologico-y-emblema-social-en-la-peninsula-de-hualpen/,https://www.cooperativaciencia.cl/wp-content/uploads/2025/09/image002-720x479.jpg,https://news.google.com/api/attachments/CC8iK0NnNURlWE5OTmtaUVoyNHpXRXRXVFJERUF4aW5CU2dLTWdhaDQ0cXVTUVk,"09/17/2025, 07:00 AM, +0000 UTC",2025-09-17T07:00:00Z
56,Chile declara oficialmente en peligro de extinción a Pingüino de Humboldt,El Periodista,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.elperiodista.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elperiodista.cl/2025/10/pinguino-de-humboldt-es-declarado-oficialmente-en-peligro-de-extincion/,https://www.elperiodista.cl/wp-content/uploads/2025/10/RN-Pinguino-de-Humboldt-Pinguino-de-Humboldt-8-750x430.jpg,https://news.google.com/api/attachments/CC8iI0NnNTFUbTlZZG01blZuWTVjSEJ4VFJDakF4amJCU2dLTWdB,"10/23/2025, 07:00 AM, +0000 UTC",2025-10-23T07:00:00Z
57,Pingüino de Humboldt en peligro: cambio climático y acción humana amenazan su supervivencia en Chile y Perú,CNN Chile,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cnnchile.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.cnnchile.com/pais/pinguino-de-humboldt-en-peligro-cambio-climatico-y-accion-humana-amenazan-su-supervivencia-en-chile-y-peru_20251017/,https://media.cnnchile.com/sites/2/2025/10/Ping%C3%BCino-de-Humboldt-en-peligro_-cambio-clim%C3%A1tico-y-acci%C3%B3n-humana-amenazan-su-supervivencia-en-Chile-740x430.jpg,https://news.google.com/api/attachments/CC8iK0NnNVNVMmxYWTNKb09HUkRiMlZFVFJDbUF4alhCU2dLTWdiQllvSXpwUVk,"10/17/2025, 07:00 AM, +0000 UTC",2025-10-17T07:00:00Z
58,Detectan primer pingüino de Humboldt albino en el Biobío,24horas,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.24horas.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.24horas.cl/conciencia-24-7/sostenibilidad/pinguino-de-humboldt-albino-biobio,https://www.24horas.cl/24horas/site/artic/20260120/imag/foto_0000000320260120103755/Pinguino-Humbolt-Albino.jpg,https://news.google.com/api/attachments/CC8iK0NnNTJkbUl6YjE5cE1sWk1YMnRZVFJDZkF4ampCU2dLTWdZcGhaYXVNUWM,"01/20/2026, 08:00 AM, +0000 UTC",2026-01-20T08:00:00Z
59,El pingüino de Humboldt es declarado Monumento Natural y elevan su nivel de protección en Chile,Radio Concierto Chile - Sólo grandes canciones,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.concierto.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.concierto.cl/2026/02/el-pinguino-de-humboldt-es-declarado-monumento-natural-y-elevan-su-nivel-de-proteccion-en-chile/,https://www.concierto.cl/wp-content/uploads/2026/02/pinguino-de-Humboldt.webp,https://news.google.com/api/attachments/CC8iK0NnNXhka1ZIZVZoWVNsUnFMVmQ2VFJDZkF4ampCU2dLTWdZZE00WktKUWc,"02/16/2026, 08:00 AM, +0000 UTC",2026-02-16T08:00:00Z
60,El pingüino de Humboldt es declarado Monumento Natural en Chile,Sabes.cl,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://sabes.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://sabes.cl/2026/02/14/el-pinguino-de-humboldt-es-declarado-monumento-natural-en-chile/,https://assets.ondapress.com/sabescl/2026/02/sabesnotas-2026-02-14t132135170e-1771088497-480x270.jpg.webp,https://news.google.com/api/attachments/CC8iL0NnNVJkREp1Vmswd1QwUnNTVzR4VFJDT0FoamdBeWdLTWdrQmdKRE91S2NlS3dJ,"02/14/2026, 08:00 AM, +0000 UTC",2026-02-14T08:00:00Z
61,WWF Chile presentó propuestas en el marco de la consulta pública para declarar al pingüino de Humboldt como Monumento Natural,Infogate.cl,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://infogate.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://infogate.cl/2026/02/wwf-chile-presento-propuestas-en-el-marco-de-la-consulta-publica-para-declarar-al-pinguino-de-humboldt-como-monumento-natural/,https://infogate.cl/assets/img/2026/02/infogate-post-2.jpg,https://news.google.com/api/attachments/CC8iK0NnNHRjbTF1V0VwdVZIZHpORWd0VFJDZkF4ampCU2dLTWdhTkdJS0hrZ28,"02/03/2026, 08:00 AM, +0000 UTC",2026-02-03T08:00:00Z
62,Protección del pingüino de Humboldt y descontaminación del lago Villarrica: las razones del Ejecutivo para retirar 43 decretos ambientales,El Dínamo,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.eldinamo.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.eldinamo.cl/sociedad/medio-ambiente/2026/03/17/proteccion-del-pinguino-de-humboldt-y-descontaminacion-del-lago-villarrica-las-razones-del-ejecutivo-para-retirar-43-decretos-ambientales/,https://media.eldinamo.cl/2026/03/PDG480.png,https://news.google.com/api/attachments/CC8iK0NnNXBaMVl3U1VoMlNYcGlTa3BZVFJDZkF4ampCU2dLTWdhQndJcEdSUVE,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z
63,Para aumentar su protección: El Pingüino de Humboldt es declarado Monumento Nacional en Chile,pudahuel.cl,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.pudahuel.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.pudahuel.cl/noticias/2026/02/para-aumentar-su-proteccion-el-pinguino-de-humboldt-es-declarado-monumento-nacional-en-chile/,https://www.pudahuel.cl/wp-content/uploads/2026/02/Para-aumentar-su-proteccion-El-Pinguino-de-Humboldt-es-declarado-Monumento-Nacional-en-Chile.webp,https://news.google.com/api/attachments/CC8iK0NnNXJUelV5YkhWeWQySmFXbWRJVFJDZkF4ampCU2dLTWdhaEZJVHNGUW8,"02/14/2026, 08:00 AM, +0000 UTC",2026-02-14T08:00:00Z
64,Ataque y muerte de pingüino de Humboldt reabre urgente llamado a la tenencia responsable y protección de fauna silvestre,El Diario de Antofagasta,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.diarioantofagasta.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.diarioantofagasta.cl/el-pais/218188/ataque-y-muerte-de-pinguino-de-humboldt-reabre-urgente-llamado-a-la-tenencia-responsable-y-proteccion-de-fauna-silvestre/,https://www.diarioantofagasta.cl/wp-content/uploads/2025/11/Imagen-de-WhatsApp-2025-11-29-a-las-16.08.42_86e0a73f-1068x712.jpg,https://news.google.com/api/attachments/CC8iK0NnNWhSWEptUnpSb01uSkViVk5JVFJERUF4aW1CU2dLTWdZbFU1YU9KUWc,"11/29/2025, 08:00 AM, +0000 UTC",2025-11-29T08:00:00Z
65,“Andaba solo en el agua”: Investigación registró primer hallazgo de pingüino de Humboldt albino en el Biobío,The Clinic,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.theclinic.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.theclinic.cl/2026/01/22/andaba-solo-en-el-agua-investigacion-registro-primer-hallazgo-de-pinguino-de-humboldt-albino-en-el-biobio/,https://static.theclinic.cl/media/2026/01/21-220435_6xvb_pinguino.jpg,https://news.google.com/api/attachments/CC8iK0NnNXpSVWM1TlZkNGRtRk5jMGxCVFJDZkF4ampCU2dLTWdhcGRaYk5yUWM,"01/22/2026, 08:00 AM, +0000 UTC",2026-01-22T08:00:00Z
66,Gobierno retira más de 40 decretos ambientales que creaban parques nacionales y otorgaban protección a la ranita de Darwin y el pingüino de Humboldt,The Clinic,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.theclinic.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.theclinic.cl/2026/03/17/gobierno-retira-mas-de-40-decretos-ambientales-que-creaban-parques-nacionales-y-otorgaban-proteccion-a-la-ranita-de-darwin-y-el-pinguino-de-humboldt/,https://static.theclinic.cl/media/2026/03/17-162828_vsi3_WhatsApp-Image-2026-03-17-at-13.28.14.jpeg,https://news.google.com/api/attachments/CC8iK0NnNDRXWFJ0TWpSdk1HSlhiSGhFVFJDWEF4anlCU2dLTWdiQk1vSXpuUWc,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z
67,Pingüino de Humboldt y ranita de Darwin: Revisa el estado actual de los 43 decretos ambientales retirados por Kast,El Desconcierto,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://eldesconcierto.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Nicole Donoso,https://eldesconcierto.cl/2026/03/20/pinguino-de-humboldt-y-ranita-de-darwin-revisa-el-estado-actual-de-los-43-decretos-ambientales-retirados-por-kast,https://media.eldesconcierto.cl/p/5f35cff6cbd762e48697a0ce706af0ad/adjuntos/378/imagenes/100/124/0100124996/1200x675/smart/31511-diseno-titulo-2026-03-20t173147webp.webp,https://news.google.com/api/attachments/CC8iK0NnNXBSbk4yVTNOUVZIQTBaa05TVFJDZkF4ampCU2dLTWdZZEZJeU1JUW8,"03/20/2026, 07:00 AM, +0000 UTC",2026-03-20T07:00:00Z
68,Pingüino de Humboldt es declarado monumento natural para reforzar su protección en Chile,VLN Radio,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.vlnradio.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.vlnradio.cl/noticias/actualidad/2026/02/15/pinguino-de-humboldt-es-declarado-monumento-natural-para-reforzar-su-proteccion-en-chile/,https://media.vlnradio.cl/wp-content/uploads/2026/02/img-4e2471d5-1771188398_1771188398.jpg?w=0,https://news.google.com/api/attachments/CC8iK0NnNW9kRGRTU25oSk1uUnROM2x2VFJERUF4aW1CU2dLTWdZbGhJcXRNUWM,"02/15/2026, 08:00 AM, +0000 UTC",2026-02-15T08:00:00Z
69,Chile declara oficialmente al Pingüino de Humboldt «en peligro de extinción»,Radio Ñuble,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://radionuble.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Cristóbal Vaccaro,https://radionuble.cl/v1/2025/10/23/chile-declara-oficialmente-al-pinguino-de-humboldt-en-peligro-de-extincion/,https://radionuble.cl/v1/wp-content/uploads/2025/10/Pingu-780x470-1.png,https://news.google.com/api/attachments/CC8iI0NnNUVhVEZWU1VzM2MzQTViRk5QVFJDdUF4aktCU2dLTWdB,"10/23/2025, 07:00 AM, +0000 UTC",2025-10-23T07:00:00Z
70,Debate ambiental en Chile: Ranita de Darwin y Pingüino de Humboldt en riesgo,Radio Canal 95,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.canal95.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.canal95.cl/nacional/debate-ambiental-chile-ranita-darwin-pinguino-humboldt-riesgo,https://www.publimetro.cl/resizer/v2/3XYPJRFE2BG7VB5UOWKZI6DM6E.jpg?auth=aa20772ac417d31f05fba2a823c2b98e2872ff45e78a9eb7bd8e3c9ff7e63a58&width=1200&height=1200&smart=true,https://news.google.com/api/attachments/CC8iL0NnNW5kREF0U1ZGTlVrNWZlVXBGVFJDcUJCaXFCQ2dLTWdrQklwZ3hIV3JJcGdJ,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z
71,Estudio destaca la importancia del pingüino de Humboldt en la Península de Hualpén,24horas,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.24horas.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.24horas.cl/conciencia-24-7/sostenibilidad/estudio-pinguino-de-humboldt,https://www.24horas.cl/24horas/site/artic/20250915/imag/foto_0000000420250915105517/Rodrigo-Ibanez-UdeC-USCS-Pinguino.jpg,https://news.google.com/api/attachments/CC8iK0NnNXFiVmhwTlRoU1psZG1ZbmRMVFJDb0FSaXNBaWdCTWdZWnc0aHRRUVk,"09/15/2025, 07:00 AM, +0000 UTC",2025-09-15T07:00:00Z
72,Pingüino de Humboldt y especies únicas de Chile en peligro: más del 70% está en riesgo de extinción,Meteored Chile,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.meteored.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.meteored.cl/noticias/ciencia/pinguino-de-humboldt-y-especies-unicas-de-chile-en-peligro-mas-del-70-esta-en-riesgo-de-extincion.html,https://services.meteored.com/img/article/pinguino-de-humboldt-y-especies-unicas-de-chile-en-peligro-mas-del-70-esta-en-riesgo-de-extincion-1761314345349_512.jpg,https://news.google.com/api/attachments/CC8iK0NnNVljVWxPYkVwUGFIQk1VbXhKVFJEb0FoaUFCQ2dLTWdhQlFZN1V2QVU,"10/25/2025, 07:00 AM, +0000 UTC",2025-10-25T07:00:00Z
73,Gobierno chileno le quita la protección al Pingüino de Humboldt,Mestizos Magazine,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.mestizos.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.mestizos.cl/actualidad-animal/2026/03/18/gobierno-chileno-le-quita-la-proteccion-al-pinguino-de-humboldt.html,https://img.mestizos.cl/upload/2023/04/17161D574C43406D14160F56514947701F171D18534741791D-2000x1125.jpg,https://news.google.com/api/attachments/CC8iK0NnNVVVbGRWVW5sV2JrOWxSRVV4VFJDZkF4ampCU2dLTWdhZGRJN0xNUVk,"03/18/2026, 07:00 AM, +0000 UTC",2026-03-18T07:00:00Z
