Especie ID;Nombre científico ;Nombre común;Clase;RCE;Titular;Fuente;Link;Usa N. Científico;Usa N. Común;Alcance;Es protagonsita;Tono predominante;Tiene foto
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile: Gobierno frena protección del pingüino de Humboldt;dw.com;https://www.dw.com/es/chile-nuevo-gobierno-frena-protecci%C3%B3n-del-ping%C3%BCino-de-humboldt/a-76420241;0;1;Nacional;1;Denuncia / Conflicto;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Ministra Rojas expone dramático estado del pingüino de Humboldt, lagarto gruñidor y otras 70 especies;El Desconcierto;https://eldesconcierto.cl/2025/10/18/ministra-rojas-expone-dramatico-estado-del-pinguino-de-humboldt-lagarto-grunidor-y-otras-70-especies;0;1;Nacional;1;Alarma / Crisis;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt y lagarto gruñidor en peligro;Diario Sustentable;https://www.diariosustentable.com/2025/10/pinguino-de-humboldt-lagarto-grunidor-y-plantas-endemicas-de-juan-fernandez-aumentan-su-riesgo-de-extincion-en-chile/;0;1;nacional;1;Alarma / Crisis;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Especies en riesgo: pingüino de Humboldt, lagarto de Álvaro y plantas de Juan Fernández en alerta;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2025/10/28/especies-en-riesgo-pinguino-de-humboldt-lagarto-de-alvaro-y-plantas-de-juan-fernandez-en-alerta/;0;1;Nacional;1;Alarma / Crisis;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Consejo de Ministros declara al pingüino de Humboldt como Monumento Natural para aumentar su protección;MMA – Ministerio del Medio Ambiente;https://mma.gob.cl/consejo-de-ministros-declara-al-pinguino-de-humboldt-como-monumento-natural-para-aumentar-su-proteccion/;1;1;Nacional;1;Conservación / Positivo;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Bucea como un profesional, pero tiene el corazón frágil: los 4 datos sobre el pingüino de Humboldt;nationalgeographicla.com;https://www.nationalgeographicla.com/animales/2026/01/bucea-como-un-profesional-pero-tiene-el-corazon-fragil-los-4-datos-sobre-el-pinguino-de-humboldt;1;1;Internacional;1;Científico / Educativo;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt en peligro de extinción: el 80% de la población mundial de esta especie habita en Chile.;greenpeace.org;https://www.greenpeace.org/chile/noticia/issues/oceanos/pinguino-de-humboldt-en-peligro-de-extincion-el-80-de-la-poblacion-mundial-de-esta-especie-habita-en-chile/;0;1;Nacional;1;Alarma / Crisis;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile inicia proceso para declarar Monumento Natural al pingüino de Humboldt;ELPINGUINO.COM;https://elpinguino.com/noticia/2026/01/23/chile-inicia-proceso-para-declarar-monumento-natural-al-pinguino-de-humboldt;1;1;Nacional;1;Conservación / Positivo;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Reactivan permiso ambiental de Dominga mientras crece incertidumbre por protección del pingüino de Humboldt;Ladera Sur;https://laderasur.com/articulo/reactivan-permiso-ambiental-de-dominga-mientras-crece-incertidumbre-por-proteccion-del-pinguino-de-humboldt/;1;1;Nacional;1;Denuncia / Conflicto;1
216;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Declaran al pingüino de Humboldt como Monumento Natural de especie en todo Chile;Universidad de Chile;https://radio.uchile.cl/2026/02/14/declaran-al-pinguino-de-humboldt-como-monumento-natural-de-especie-en-todo-chile/;1;1;Nacional;1;Conservación / Positivo;1
